date,datatype,station,attributes,value
2017-10-01T00:00:00,AWND,GHCND:USW00093193,",,W,",3.6
2017-10-02T00:00:00,AWND,GHCND:USW00093193,",,W,",1.3
2017-10-03T00:00:00,AWND,GHCND:USW00093193,",,W,",2.4
2017-10-04T00:00:00,AWND,GHCND:USW00093193,",,W,",1.7
2017-10-05T00:00:00,AWND,GHCND:USW00093193,",,W,",1.7
2017-10-06T00:00:00,AWND,GHCND:USW00093193,",,W,",1.6
2017-10-07T00:00:00,AWND,GHCND:USW00093193,",,W,",1.4
2017-10-08T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2017-10-09T00:00:00,AWND,GHCND:USW00093193,",,W,",1.5
2017-10-10T00:00:00,AWND,GHCND:USW00093193,",,W,",1.2
2017-10-11T00:00:00,AWND,GHCND:USW00093193,",,W,",4.2
2017-10-12T00:00:00,AWND,GHCND:USW00093193,",,W,",1.8
2017-10-13T00:00:00,AWND,GHCND:USW00093193,",,W,",1.2
2017-10-14T00:00:00,AWND,GHCND:USW00093193,",,W,",1.5
2017-10-15T00:00:00,AWND,GHCND:USW00093193,",,W,",0.8
2017-10-16T00:00:00,AWND,GHCND:USW00093193,",,W,",1.1
2017-10-17T00:00:00,AWND,GHCND:USW00093193,",,W,",1.6
2017-10-18T00:00:00,AWND,GHCND:USW00093193,",,W,",1.2
2017-10-19T00:00:00,AWND,GHCND:USW00093193,",,W,",2.5
2017-10-20T00:00:00,AWND,GHCND:USW00093193,",,W,",5.7
2017-10-21T00:00:00,AWND,GHCND:USW00093193,",,W,",2.0
2017-10-22T00:00:00,AWND,GHCND:USW00093193,",,W,",0.7
2017-10-23T00:00:00,AWND,GHCND:USW00093193,",,W,",1.2
2017-10-24T00:00:00,AWND,GHCND:USW00093193,",,W,",1.2
2017-10-25T00:00:00,AWND,GHCND:USW00093193,",,W,",1.1
2017-10-26T00:00:00,AWND,GHCND:USW00093193,",,W,",1.3
2017-10-27T00:00:00,AWND,GHCND:USW00093193,",,W,",1.3
2017-10-28T00:00:00,AWND,GHCND:USW00093193,",,W,",1.0
2017-10-29T00:00:00,AWND,GHCND:USW00093193,",,W,",1.7
2017-10-30T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2017-10-31T00:00:00,AWND,GHCND:USW00093193,",,W,",1.7
2017-11-01T00:00:00,AWND,GHCND:USW00093193,",,W,",1.2
