date,datatype,station,attributes,value
2015-04-01T00:00:00,AWND,GHCND:USW00093193,",,W,",4.4
2015-04-02T00:00:00,AWND,GHCND:USW00093193,",,W,",3.0
2015-04-03T00:00:00,AWND,GHCND:USW00093193,",,W,",2.1
2015-04-04T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2015-04-05T00:00:00,AWND,GHCND:USW00093193,",,W,",4.7
2015-04-06T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2015-04-07T00:00:00,AWND,GHCND:USW00093193,",,W,",4.3
2015-04-08T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2015-04-09T00:00:00,AWND,GHCND:USW00093193,",,W,",1.3
2015-04-10T00:00:00,AWND,GHCND:USW00093193,",,W,",2.5
2015-04-11T00:00:00,AWND,GHCND:USW00093193,",,W,",4.8
2015-04-12T00:00:00,AWND,GHCND:USW00093193,",,W,",1.9
2015-04-13T00:00:00,AWND,GHCND:USW00093193,",,W,",4.3
2015-04-14T00:00:00,AWND,GHCND:USW00093193,",,W,",6.5
2015-04-15T00:00:00,AWND,GHCND:USW00093193,",,W,",1.9
2015-04-16T00:00:00,AWND,GHCND:USW00093193,",,W,",2.1
2015-04-17T00:00:00,AWND,GHCND:USW00093193,",,W,",2.2
2015-04-18T00:00:00,AWND,GHCND:USW00093193,",,W,",2.0
2015-04-19T00:00:00,AWND,GHCND:USW00093193,",,W,",2.5
2015-04-20T00:00:00,AWND,GHCND:USW00093193,",,W,",4.2
2015-04-21T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2015-04-22T00:00:00,AWND,GHCND:USW00093193,",,W,",2.6
2015-04-23T00:00:00,AWND,GHCND:USW00093193,",,W,",2.5
2015-04-24T00:00:00,AWND,GHCND:USW00093193,",,W,",4.8
2015-04-25T00:00:00,AWND,GHCND:USW00093193,",,W,",3.8
2015-04-26T00:00:00,AWND,GHCND:USW00093193,",,W,",3.6
2015-04-27T00:00:00,AWND,GHCND:USW00093193,",,W,",2.1
2015-04-28T00:00:00,AWND,GHCND:USW00093193,",,W,",2.8
2015-04-29T00:00:00,AWND,GHCND:USW00093193,",,W,",3.2
2015-04-30T00:00:00,AWND,GHCND:USW00093193,",,W,",2.4
2015-05-01T00:00:00,AWND,GHCND:USW00093193,",,W,",3.3
