date,datatype,station,attributes,value
2017-06-01T00:00:00,AWND,GHCND:USW00093193,",,W,",4.7
2017-06-02T00:00:00,AWND,GHCND:USW00093193,",,W,",3.7
2017-06-03T00:00:00,AWND,GHCND:USW00093193,",,W,",3.7
2017-06-04T00:00:00,AWND,GHCND:USW00093193,",,W,",4.8
2017-06-05T00:00:00,AWND,GHCND:USW00093193,",,W,",2.7
2017-06-06T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2017-06-07T00:00:00,AWND,GHCND:USW00093193,",,W,",4.4
2017-06-08T00:00:00,AWND,GHCND:USW00093193,",,W,",3.8
2017-06-09T00:00:00,AWND,GHCND:USW00093193,",,W,",4.7
2017-06-10T00:00:00,AWND,GHCND:USW00093193,",,W,",5.9
2017-06-11T00:00:00,AWND,GHCND:USW00093193,",,W,",5.3
2017-06-12T00:00:00,AWND,GHCND:USW00093193,",,W,",3.0
2017-06-13T00:00:00,AWND,GHCND:USW00093193,",,W,",3.1
2017-06-14T00:00:00,AWND,GHCND:USW00093193,",,W,",2.6
2017-06-15T00:00:00,AWND,GHCND:USW00093193,",,W,",4.7
2017-06-16T00:00:00,AWND,GHCND:USW00093193,",,W,",3.0
2017-06-17T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2017-06-18T00:00:00,AWND,GHCND:USW00093193,",,W,",1.7
2017-06-19T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2017-06-20T00:00:00,AWND,GHCND:USW00093193,",,W,",3.9
2017-06-21T00:00:00,AWND,GHCND:USW00093193,",,W,",3.0
2017-06-22T00:00:00,AWND,GHCND:USW00093193,",,W,",2.9
2017-06-23T00:00:00,AWND,GHCND:USW00093193,",,W,",3.6
2017-06-24T00:00:00,AWND,GHCND:USW00093193,",,W,",3.8
2017-06-25T00:00:00,AWND,GHCND:USW00093193,",,W,",3.6
2017-06-26T00:00:00,AWND,GHCND:USW00093193,",,W,",3.9
2017-06-27T00:00:00,AWND,GHCND:USW00093193,",,W,",4.4
2017-06-28T00:00:00,AWND,GHCND:USW00093193,",,W,",4.1
2017-06-29T00:00:00,AWND,GHCND:USW00093193,",,W,",4.0
2017-06-30T00:00:00,AWND,GHCND:USW00093193,",,W,",3.8
2017-07-01T00:00:00,AWND,GHCND:USW00093193,",,W,",4.1
